sku,name,description,category,quantity,price,cost,barcode,supplier
8D2571,8D2571 - Casa Palma (Berawa),"Berawa Breeze Villas – 3BR Mediterranean-Inspired Retreats Just Steps from the Beach 🌴☀️
Experience the ultimate fusion of tropical living and Mediterranean charm in these rare 3-bedroom villas located just 500 meters from Berawa Beach. Surrounded by Canggu’s most popular cafés, restaurants, and beach clubs, these villas offer the perfect blend of lifestyle, comfort, and investment potential in one of Bali’s hottest neighborhoods.

📍 Location: Berawa, Canggu – Prime coastal address just a short walk to the beach

🌿 Surroundings: Set in a vibrant yet peaceful enclave, close to L’Osteria Pizza, international schools, and wellness hotspots

🏡 Villa Features
Mediterranean Aesthetics, Rooftop Lounges & Modern Comfort
• Price: USD 325,000
• Leasehold: 25 years (until 2050)
• Land Size: 200 m²
• Building Size: 235 m²
• Bedrooms: 3 bedrooms, all ensuite
• Bathrooms: 3
• Living: Enclosed living and dining area with bright interiors
• Kitchen: Open-plan, modern kitchen fully equipped
• Pool: 9 x 2 meter private pool with sundeck
• Rooftop: Spacious terrace ideal for yoga, BBQs, or sunset cocktails
• Balcony: Yes (upper bedrooms with direct access)
• Outdoor Shower: Yes
• Storage: Yes
• Parking: Motorbike parking on-site, car parking nearby
• Water: Drilled well
• Electricity: 7,700 watts
• Internet: Fiber optic
• Air Conditioning: 4 units
• Furnishing: Fully furnished and turnkey
• IMB: Pondok Wisata (commercial license), 1 unit in process
• Zone: Tourism zoning – short-term rental permitted

🌟 Lifestyle & Location Highlights
• 2–5 minute walk to Berawa Beach and beach clubs like Finns
• Surrounded by cafés, restaurants, coworking spaces, boutiques, and gyms
• Rooftop terraces offer outdoor lifestyle potential with privacy
• Family-friendly location close to international schools
• Quiet street just off the main road – perfect balance of access and serenity
• High daily rental demand area with consistent occupancy

💼 Investment Potential
• Proven rental income – one unit is a running, profitable short-term rental business
• Ideal for lifestyle investors seeking both personal use and returns
• Flexible indoor-outdoor living attracts digital nomads and vacationers alike
• Limited inventory in central Berawa makes this a high-demand asset
• Built in 2020 or newer – low maintenance and ready to operate

✨ Why Choose Berawa Breeze Villas?
🌊 Walk to the Beach – Prime location 500m from Berawa’s shoreline
🏡 Mediterranean Style – Arched lines, light interiors, and outdoor flow
🌴 Rooftop Living – Space to entertain or unwind under the stars
📈 Strong ROI – High-performing rental area with tourism license and turnkey setup

📞 Contact us now to schedule a private viewing or request the brochure. With limited availability, these Berawa villas won’t stay on the market for long.",Property listing,1,325000,0,,8 Degree
8D2572,8D2572 - Feels Dreamland (Bingin),"Modern Coastal Minimalism in Bingin & Dreamland – Sleek 2–3BR Villas in Prime Uluwatu Beaches Corridor 🌊🌴
Embrace stylish tropical living with this collection of modern villas located between Bingin and Dreamland, Bali. Each villa is crafted with minimalist elegance, open-plan design, and lush surroundings—ideal for discerning homeowners or savvy investors. Whether you seek a cozy 2-bedroom retreat, these villas deliver unbeatable value, prime locations, and long-term lifestyle returns.
📍 Location: Between Bingin & Dreamland, Pecatu – Access to Bali’s most iconic beaches including Balangan, Padang Padang & Uluwatu

🌿 Surroundings: Quiet green zones, nestled in peaceful cul-de-sacs, yet minutes from restaurants, beach clubs, yoga studios, and golf courses

🏡 Villa Features
Clean Lines, Coastal Air & Everyday Comfort
• Land area: 126.66 m2 - 150.32 м2
• Villa Build area: 136.8 м2
• Bedrooms: 2 bedrooms with stylish ensuite bathrooms
• Living Areas: Closed living rooms with sliding glass doors for seamless indoor-outdoor living
• Kitchen: Fully equipped modern kitchens with quality finishes and integrated appliances
• Pool: Private swimming pools with landscaped gardens and shaded relaxation zones
• Terraces: Expansive terraces for outdoor lounging, dining, and entertaining
• Extras:
 – Fully furnished with curated interiors
 – Dedicated garage or secure parking
 – Cozy architectural details like reading nooks and functional multi-use spaces
 – High-speed internet and modern plumbing with filtered well water
• Water Source: On-site well with filtration suitable for drinking

🌟 Lifestyle & Location Advantages
• 2–3 minutes to Dreamland, Bingin, and Balangan Beaches
• Close to golf course, cafes, surf spots, spas, and cultural venues
• Quiet, green neighborhood with limited traffic – perfect for relaxation and privacy
• Rapidly developing area with high return potential and boutique community atmosphere
• Designed for both permanent living and holiday rentals

💼 Ownership, Developer & Investment Overview
• Starting Price: USD $270,000)
• Contract:
 – Leasehold 20 years (extendable 15 yrs)
• Construction Timeline:
 – Ready-built options available
 – New build delivery from Q3 2025
• Developer: Delivered by a reputable boutique builder focused on timeless tropical design and client-focused delivery. Their record includes successful villas across Pecatu and Uluwatu with a reputation for efficiency, modern styling, and rental-ready finishes.
• Investment Potential:
 – ROI up to 17% through daily or monthly rentals
 – Rare pricing in a booming beachside corridor
 – Strong exit potential with modern architectural appeal and lease extension options

✨ Why These Villas Are a Smart Choice
🏡 Flexible Options – Choose between 2BR or 3BR layouts with fully furnished interiors and private pools
📍 Unbeatable Beach Access – Walk or drive to Bali’s best surfing, sand, and sunsets
💼 Secure Investment – Long-term lease with solid ROI and reputable developer
🛠️ Move-In or Rent-Out Ready – Available now or by early 2025 depending on unit
📞 Secure limited pricing while units last! Request a brochure or book your private showing today. Let us help you own a slice of Bali’s most desirable coastal living zone.",Property listing,1,270000,0,,8 Degree
8D2576A,8D2576 - Sem Village (Seminyak),"🏡 MODERN TROPICAL 3-BEDROOM VILLA IN PRIME SEMINYAK LOCATION 🌴

Experience effortless island luxury in the heart of Bali’s most iconic lifestyle district. Nestled in a golden zone of Seminyak, this off-plan 3-bedroom villa blends sleek tropical design with everyday comfort and high investment potential. With a private pool, open living concept, and stylish finishes throughout, this is your opportunity to secure a secure, flexible property with up to 11% projected ROI.

📍 Location: Seminyak, Bali
Views: Tropical Garden & Pool Outlook
📍 7 Minutes to La Favela – Prime Central Location

🏠 Villa Features:
• Land Size: Approx. 100–120 m²
• Building Size: Approx. 150+ m²
• 3 Bedrooms with Ensuite Bathrooms
• Open-Plan Living & Dining Area
• Fully Equipped Kitchen
• Private Swimming Pool & Lush Garden
• Fully Furnished – Move-In Ready Upon Completion
• Secure Residential Complex with 24H Security
• Road Access: 3 Meters (Scooter & Car Friendly)
• Construction: Off-Plan – Delivered As Shown in Photos

🌟 Lifestyle Amenities:
• 7 Minutes to La Favela
• 10 Minutes to Seminyak Beach
• 11 Minutes to Seminyak Village
• 12 Minutes to Motel Mexicola
• 20 Minutes to Ngurah Rai International Airport
• Surrounded by World-Class Cafés, Shops & Beach Clubs
• Quiet but Connected – Ideal for Living or Profitable Renting

📜 Ownership Details:
• Leasehold: 25 Years + 25-Year Guaranteed Extension
• Project Name: Sem Village Seminyak (3rd Project by Sinergi Group)
• Construction Status: Off-Plan (6 Units Remaining Out of 11)
• Rental Management: Optional – Owner-Managed or via Sinergi

💰 Price:
• Starting from IDR 3.85 Billion (~USD 230,000)
• All transactions in IDR. USD shown for reference only.

✨ Why Choose This Property?
📍 Prime Seminyak Address: Walkable to top cafés, beach clubs & boutiques
🏡 Turnkey Tropical Comfort: Private pool, open design, stylish interiors
📈 High ROI Potential: Up to 11% annual returns in Bali’s busiest zone
🔑 Flexible Ownership: Live in or rent out, with full furnishing & management
📃 Secure Long-Term Lease: 25 years with guaranteed 25-year extension

📞 Contact 8 Degree Real Estate today to secure your Seminyak tropical haven — a stylish, high-yield investment in one of Bali’s most prestigious neighborhoods.",Property listing,1,230000,0,,8 Degree
8D2576B,8D2576B - Sem Village (Seminyak),"🏡 MODERN TROPICAL 2-BEDROOM VILLA IN PRIME SEMINYAK LOCATION 🌴

Step into stylish island living with this off-plan 2-bedroom villa nestled in the heart of Seminyak — one of Bali’s most iconic and vibrant lifestyle districts. With a tropical-modern design, private pool, and thoughtful layout, this villa offers a perfect blend of comfort, investment potential, and affordability.

Whether you're seeking a private residence or a high-return rental property, this opportunity delivers unbeatable value in a sought-after central location.

📍 Location: Seminyak, Bali
📍 7 Minutes to La Favela – Quiet Lane Near Cafés, Beach Clubs & Boutiques

🏠 Villa Features:
• Land Size: 122 m²
• Building Size: 93 m²
• Bedrooms: 2
• Bathrooms: 2
• Semi-Furnished
• Open Living & Dining Area
• Private Swimming Pool
• Tropical Garden View
• Road Access: 3-meter wide (car & scooter friendly)
• Secure Complex with 24-Hour Security
• Construction: Off-plan – Delivered as shown in visuals

🌴 Lifestyle Convenience:
• 7 minutes to La Favela
• 10 minutes to Seminyak Beach
• 11 minutes to Seminyak Village
• 12 minutes to Motel Mexicola
• 20 minutes to Ngurah Rai International Airport
• Surrounded by trendy cafés, boutiques, and beach clubs
• Ideal for personal living or profitable rental investment

📜 Ownership Details:
• Leasehold: 25 years + guaranteed 25-year extension
• Project: Sem Village Seminyak (3rd project by Sinergi Group)
• Availability: 6 units remaining (out of 11 total)
• Rental Management: Optional – owner-managed or via developer

💰 Price:
• USD 129,412 (~IDR 2,200,000,000)
• All prices in IDR – USD for reference only

🧾 Payment Terms:
• 10% Down Payment
– Payable within 1–7 days (reduced by booking fee amount)
• 20% 2nd Instalment
– After due diligence & signing of Sales and Purchase Agreement (construction begins)
• 15% 3rd Instalment
– At 30% construction progress (foundation, wall structure, pool base underway)
• 15% 4th Instalment
– At 50% progress (cladding, roof frame, electrical lines, tile selection)
• 15% 5th Instalment
– At 70% progress (pool near complete, walls painted, ceramic & frame install begins)
• 15% 6th Instalment
– At 90% progress (finishing touches, furniture placement, décor installation)
• 10% Final Payment
– At 100% completion (fully finished, ready for handover with full furnishings and landscaping)

✨ Why This Villa Stands Out:
📍 Prime Seminyak Location – Walkable to top hotspots
🌿 Tropical-Modern Design – Private pool, breezy layout, peaceful garden
📈 Affordable Price Point – Excellent value for this area
📃 Secure Long-Term Lease – With extension guaranteed
🔑 Flexible Use – Perfect for a second home or rental income generator

📞 Contact 8 Degree Real Estate today to reserve your Seminyak villa at early pricing before it’s gone.",Property listing,1,129412,0,,8 Degree
8D2577,8D2577 - Villa Sand Seseh,"🏡 MODERN 3-BEDROOM VILLA WITH OFFICE IN SERENE SESEH – LEASEHOLD OR FREEHOLD 🌿

Step into peaceful modern living just 13 minutes from the beach in the tranquil residential enclave of Seseh. This newly built 3-bedroom villa combines contemporary design, enclosed living, and a lush garden setting—perfect for personal use or as a high-return investment property. With spacious interiors, a private office, and a generous swimming pool, this home delivers the ideal blend of comfort, style, and functionality.

📍 Location: Seseh, Bali

Views: Pool & Tropical Garden
📍 13 Minutes to Seseh Beach – Quiet Residential Zone

🏠 Villa Features:
• Land Size: 150 m²
• Building Size: 132 m² across 2 levels
• 3 Bedrooms with Ensuite Bathrooms
• Additional Office / Multipurpose Room
• 3 Bathrooms Total
• Fully Furnished – Brand New Build (2024)
• Enclosed Living Room with Flexible Kitchen/Dining Setup
• Large Private Swimming Pool (7.2m x 2.8m)
• Balcony + Garden Area for Relaxation
• Closed Indoor Parking for Motorcycles
• 4 Air Conditioners Installed
• Water Source: Drilled Well
• Fiber Optic Internet Ready

🌟 Lifestyle Amenities:
• 13 Minutes to Seseh Beach & Coastal Cafés
• Peaceful Residential Environment – Ideal for Families or Long-Stay Living
• Surrounded by Rice Fields, Local Culture & Emerging High-End Developments
• Quiet Street Access – Secure and Secluded
• Contemporary Design with Quality Finishes
• Versatile Layout Suited for Remote Work or Entertaining

📜 Ownership Details:
• Leasehold: 27 Years (Hak Sewa) – IDR 3 Billion
• Freehold Option: IDR 4.3 Billion (Hak Milik)
• Year Built: 2024 – Newly Completed
• Land Title: Leasehold or Freehold Available
• IMB/PBG: On Request

💰 Price:
• Leasehold: IDR 3 Billion (~USD 185,000)
• Freehold: IDR 4.3 Billion (~USD 257,000)
• All transactions in IDR. USD for reference only.

✨ Why Choose This Property?
🏡 Brand New Construction: Ready to move in with stylish modern design
🖥️ Extra Office Space: Ideal for remote work or creative studio
📈 Investment Flexibility: Choose leasehold or freehold in an up-and-coming area
🌴 Private Oasis: Enclosed living, lush garden, and generous pool
📃 Long-Term Value: Rare opportunity in peaceful, fast-growing Seseh

📞 Contact 8 Degree Real Estate today to schedule a private tour of this modern villa in Seseh—your tranquil tropical retreat just minutes from Bali’s scenic coast.",Property listing,1,257000,0,,8 Degree
8D2578,8D2578 - Onnea Villa (Berawa),"🏡 MEDITERRANEAN-INSPIRED 2-BEDROOM VILLA IN THE HEART OF BERAWA – FREEHOLD & LEASEHOLD OPTIONS 🌴
 Discover timeless design and high-return potential with this stylish 2-bedroom villa located in the heart of Berawa—just minutes from Bali’s top beaches, beach clubs, and lifestyle destinations. With soft Mediterranean curves, archways, and a semi-indoor plunge pool, this newly built villa is both a design statement and a proven investment in one of Bali’s most sought-after rental zones.
📍 Location: Berawa, Canggu – Bali
 Views: Pool Courtyard & Tropical Garden
 📍 5 Minutes to Berawa Beach – Walk to Finns, Café Del Mar & Top Restaurants
🏠 Villa Features:
 • Land Size: 112 m²
 • Building Size: 162 m² across 2 levels
 • 2 Spacious Bedrooms with Ensuite Bathrooms
 • Additional Guest Toilet
 • Semi-Indoor Plunge Pool (4 m x 3 m) with Central Courtyard
 • Mediterranean Arched Accents Throughout Bedrooms, Bathrooms & Pool Area
 • Enclosed Living, Dining & Kitchen Area
 • Fully Furnished – Completed in 2024
 • Bathtubs + Rain Showers in Both Bathrooms
 • Private Parking for 1 Car
 • Fully Equipped Kitchen with Modern Appliances
 • Balcony from Master Bedroom
 • 3 Air Conditioners, Drilled Well Water Supply
🌟 Lifestyle Amenities:
 • 100–400m to Raw Gym, Brunch Club, Montessori School & Baked
 • 5-Minute Drive to Finns Beach Club, Body Factory & Atlas Beach Fest
 • 15 Minutes to Café Del Mar, Seminyak & Canggu Shortcuts
 • High Holiday Rental Demand – Proven Occupancy Rates over 90%
 • Unique Layout with Indoor-Outdoor Flow
 • Perfect for Couples, Digital Nomads or Holiday Letting
📜 Ownership Details:
 • Freehold (Hak Milik): IDR 5.8 Billion (~USD 351,000)
 • Leasehold (Hak Sewa): IDR 4.5 Billion (~USD 273,000) for 30 Years
 • Year Built: 2024
 • IMB/PBG: In Process
 • Property Status: Fully Completed & Move-In Ready
💰 Price Options:
 • Freehold: IDR 5.8 Billion
 • Leasehold: IDR 4.5 Billion (30 years)
 • All transactions in IDR. USD shown for reference only.
✨ Why Choose This Property?
 📍 Unbeatable Berawa Location: Walk to cafés, gyms, schools & beach
 🏛️ Mediterranean Charm: Elegant arches, tiled textures & sun-soaked pool
 📈 Strong ROI: Ideal for short-term rentals with exceptional performance data
 🚧 Turnkey Opportunity: Fully built, furnished & ready for use or rental
 📃 Flexible Ownership: Freehold & Leasehold options available in a blue-chip location
📞 Contact 8 Degree Real Estate today to request more details or schedule a private viewing of this Mediterranean-inspired gem—perfectly positioned in Berawa’s most dynamic lifestyle corridor.",Property listing,1,351000,0,,8 Degree
8D2579,8D2579 - Naji Villa (Pererenan),"🏡 MODERN TROPICAL 2-BEDROOM FREEHOLD VILLAS IN PERERENAN – BALI 🌴

 Step into a peaceful lifestyle oasis with these brand-new 2-bedroom villas, nestled in a quiet residential pocket of Pererenan—just minutes from Bali’s best beaches, cafés, and wellness hubs. With a tropical modern design, enclosed living, and private pools surrounded by lush greenery, these villas offer an ideal balance of stylish living and secure investment.
📍 Location: Pererenan, Canggu – Bali
 Views: Private Pool, Garden & Balcony
 📍 5 Minutes to Pererenan Beach – Prime Quiet Neighborhood
🏠 Villa Features:
 • Land Sizes: 153–161 m²
 • Building Sizes: 115–121 m² across 2 levels
 • 2 Spacious Bedrooms with Ensuite Bathrooms
 • Additional Guest Toilet + Storage Room
 • Fully Furnished – Move-In Ready
 • Enclosed Living & Dining Areas with Natural Light
 • Modern Kitchen with Premium Finishes
 • Private Swimming Pool with Daybeds & Garden Views
 • Cozy Poolside Gazebo for Lounging
 • Balcony off Master Bedroom
 • Open Parking Space for Cars & Bikes
 • Air Conditioning in All Rooms (3 units)
 • Fiber Optic Internet + Drilled Well Water Supply
 • Year Built: 2024
🌟 Lifestyle Amenities:
 • Tranquil Residential Zone in High-Growth Pererenan
 • Minutes to Pererenan Beach – Ideal for Surfing & Sunsets
 • Nearby Cafés: Baked, Mason, Pescado, Honey
 • Close to Yoga Studios & Fitness Centers (The Practice, Avenue Fitness)
 • Easy Access to Echo Beach, Batu Bolong & Berawa
 • Perfect for Full-Time Living, Holiday Home, or Boutique Rental
 • Seller Open to Special Deals for Buyers Interested in Multiple Units
📜 Ownership Details:
 • Ownership: Freehold (Hak Milik – for Indonesian citizens or via PMA structure)
 • Land Title: IMB On Request
 • Property Status: Completed – Brand New in 2024
💰 Price:
 • From USD 338.000
 • Multiple units available with slight size and price variations
 • All transactions in IDR. USD shown for reference only.
✨ Why Choose This Property?
 📍 Prime Pererenan Location: Quiet yet close to Bali’s lifestyle hotspots
 🏡 Brand-New & Stylish: Modern interiors, garden pool, gazebo & more
 📈 Investment-Friendly: Secure freehold in high-demand rental area
 💼 Multi-Unit Opportunity: Ideal for residence, rental portfolio, or resale
 📃 Flexible Ownership: Freehold or PMA structures available for foreigners
📞 Contact 8 Degree Real Estate today to schedule a private viewing or request details on available units—your tropical sanctuary awaits in one of Bali’s most desirable neighborhoods.",Property listing,1,338000,0,,8 Degree
8D2580,8D2580 - Josh Villa Toyaning,"🏡 MODERN TROPICAL 1-BEDROOM VILLA IN TOYANING, UNGASAN – FREEHOLD & LEASEHOLD OPTIONS 🌴
 Escape to relaxed island living with this stylish 1-bedroom tropical villa located in the emerging area of Toyaning, Ungasan. Part of a gated 8-villa complex, this brand-new property blends modern design with practical comforts, ideal for residential living or high-yield rental. Just minutes from Bali’s best beaches, dining, and iconic beach clubs.
📍 Location: Toyaning, Ungasan – Bali
 Views: Garden & Distant Ocean Outlook
 📍 10–15 Minutes to Melasti Beach, Sundays Beach Club & Savaya
🏠 Villa Features:
 • Land Size Options: 80–120 m²
 • Building Size: 90 m² over 2 floors
 • 1 Spacious Suite Bedroom
 • 2 Bathrooms (1 Ensuite + 1 Guest Bathroom)
 • Semi-Furnished with Optional Upgrade
 • Enclosed Living Room with High Ceilings
 • Modern Kitchen & Dining Area
 • Plunge Pool (3 m x 2 m) with Pool Deck
 • Garden Space for Relaxation
 • Balcony with Elevated Views from Second Floor
 • Shared Carport + 4-Meter Road Access
 • Fiber Optic Internet + PDAM Water Supply
 • Electricity: 3,500 watts
 • Yellow Zoning – Residential Title
🌟 Lifestyle Amenities:
 • Private Gated Complex – 8 Villas (Only 5 Units Left)
 • Quiet Yet Strategic Location Near Uluwatu, Jimbaran & Bukit Area
 • Proximity to Top Cafés, Beach Clubs, and Fitness Centers
 • 10 Minutes to GWK Cultural Park, 15–20 Minutes to Airport
 • Ideal for Daily Rental or Long-Term Living
 • Solid Construction with Practical Indoor-Outdoor Flow
 • Construction in Progress – Estimated Completion Mid 2025
 • Booking Fee: IDR 10,000,000
📜 Ownership Details:
 • Freehold (SHM) or Leasehold (25 Years + Optional Extension)
 • Building Permit (IMB / PBG) – In Process
 • Property Status: Under Construction (Indent / Development Phase)
 • All Utilities (PDAM, Fiber Internet, Electricity) Included
💰 Price Options:
 • Leasehold: IDR 1.9 Billion (~USD 115,000) – 25 Years
 • Freehold: IDR 2.5 Billion (~USD 151,000)
 • All transactions in IDR. USD shown for reference only.
✨ Why Choose This Property?
 📍 Strategic Ungasan Location: Easy access to beaches, clubs & restaurants
 🏡 Tropical Comfort: Two floors, plunge pool, modern finishes & balcony views
 📈 Investment-Ready: Strong ROI potential in fast-growing Bukit tourism zone
 🚧 Gated Complex: 8 units with private access & professional build quality
 📃 Flexible Ownership: Freehold or leasehold with zoning and permits in place
📞 Contact 8 Degree Real Estate today to reserve your unit or schedule a site visit—an affordable, stylish tropical villa awaits in one of South Bali’s most promising investment corridors.",Property listing,1,151000,0,,8 Degree
8D2581,8D2581 - Dzen Villa (Ubud),"🌿 Modern 2-Bedroom Villas in Ubud – Serene Living Meets Smart Investment Potential

Welcome to a peaceful sanctuary in the heart of Ubud, Bali’s cultural and spiritual hub. These newly built and off-plan 2-bedroom villas blend stylish modern design with tropical charm, offering the perfect space for full-time living, relaxing holiday escapes, or high-performing investment properties.Nestled in a quiet residential enclave just minutes from Ubud’s vibrant cafés, yoga studios, and wellness centers, these villas enjoy lush views and the tranquility of the surrounding rice fields. With a choice of fully furnished or customizable interiors, each villa has been thoughtfully crafted for comfort, privacy, and rental appeal.

📍 Location: Ubud, BaliViews: Rice fields, garden, and pool
https://maps.app.goo.gl/zfF1jaSaYV8fEy838?g_st=iwb

🏡 Villa Features:
* Land Size: 177 – 180 m²
* Building Size: 117 – 133 m²
* Bedrooms: 2 – Each with ensuite bathrooms
* Bathrooms: 2
* Fully Furnished or Optional Furniture Package
* Living Areas: Bright enclosed living, dining & kitchen spaces
* Design: Contemporary tropical with natural wood & stone finishes
* Floors: 2-storey villas with glass façade and balcony
* Parking: Open car park
* IMB: Pondok Wisata (Ideal for rental licensing)

🌴 Outdoor Amenities:
* Private Swimming Pool
* Tropical Garden & Poolside Deck* Balcony with Views
* 2 Remaining Units in New Development
* Exclusive 10-Villa Complex (Freehold or Leasehold Options Available)

💰 Investment Potential:
* Leasehold: Up to 80 Years (Extendable)
* Pricing: Starting from USD 306,000 – USD 399,000
* Strong Rental Demand in Ubud’s Fast-Growing Market
* Ideal for Holiday Letting or Boutique Wellness Retreats
* Pondok Wisata License: Enables daily rentals
* Flexible Ownership: Freehold or leasehold available
* Construction Year: 2025 (Brand New / Off-plan Options)

🗓️ Ownership Details:
* Leasehold Up to: 2105 (80 years)
* Freehold Option: Yes
* Titles: Freehold or Leasehold
* Availability: 2 Units Left Only – Act Fast!

✨ Why Choose These Villas?
🌾 Prime Ubud Location – Close to nature, yoga centers & local culture
💼 Investment-Ready – Licensed for rentals with high ROI potential
🌴 Indoor-Outdoor Living – Tropical design with pool and garden views
🛏 Fully Furnished – Move-in ready or design it your way
📈 Long Leasehold – Up to 80 years, rare in Bali’s villa market
📞 Contact us today to reserve your unit and receive full availability & viewing schedule!",Property listing,1,399000,0,,8 Degree
8D2591,8D2591 - Twin Villa (Seminyak),"Modern 2BR Villa in the Heart of Oberoi – Prime Seminyak Location
Stylish, Smart Home with High-End Finishes – Walking Distance to the Best of Seminyak

Location: Gang Kahyangan, Oberoi – Seminyak, Bali
– 3-minute scooter ride to Ku De Ta Beach, Si Jin, La Favela, Church & Seminyak Square
– 3-minute walk to Ultimo, Kilo, La Lucciola, Revolver Espresso
– 5-minute walk to supermarket
– 10-minute walk to Potato Head, W Hotel, Pison
– 30-minute drive to Ngurah Rai International Airport

Property Details
– Land Size: 95.6 m²
– Building Size: 108.5 m²
– Bedrooms: 2
– Bathrooms: 2
– Enclosed Living and Dining Area
– Full Interior Design & Finishing
– Kitchen with Refrigerator & Smart TV
– High-speed Internet
– Smart Home System (Lighting & CCTV)
– Wireless Speaker System
– Built with High-Quality Materials
– King Koil Beds

Offered Fully Furnished

Leasehold: 23 years
Price: IDR 4,500,000,000

A rare opportunity to own a beautifully finished, tech-integrated villa in Bali’s most iconic lifestyle district. Contact us for more details or to schedule a viewing.",Property listing,1,0,0,,8 Degree
8D2592,8D2592 - Villa Kanan & Kiri (Seminyak),"Modern Elegance in Seminyak – Prime Location, Tranquil Living & Long Leasehold Value

Step into contemporary Bali living with this stylish newly built villa nestled in a peaceful residential pocket of Seminyak. Just minutes from the vibrant hubs of Seminyak and Canggu, this fully furnished two-bedroom home with additional maid quarters offers the perfect balance between serene privacy and urban accessibility. Surrounded by tropical greenery, this villa provides a quiet lifestyle with easy access to Bali’s top beaches, restaurants, shops, and international schools.

📍 Location: Residential charm with fast access to Kerobokan and Canggu

🏞️ Views: Greenery and open sky, offering a calming environment
🏡 Villa Features:

Modern Villa – Functional Design with Thoughtful Finishes
• Land Size: 150 m²
• Building Size: 198 m² over two floors
• Bedrooms: 2 + 1 maid room
• Bathrooms: 2 ensuite + 1 guest toilet
• Living & Dining: Enclosed, well-ventilated spaces perfect for indoor comfort
• Kitchen: Fully equipped modern kitchen
• Extra Rooms: Storage, workspace, and BBQ area on second floor
• Pool: 3m x 6m private swimming pool
• Furnishing: Fully furnished with clean, modern decor
• Utilities: 7,700W electricity (upgradable), drilled well with water filter
• Year Built: June 2024
• Parking: Covered space for motorbike and car
• Pet Friendly: Yes

💰 Investment Potential:
• Ownership: Leasehold – 25 years until June 2050 (extendable)
• Price: EUR 195.000
• Turnkey Ready: Brand-new construction, move-in or rental ready
• Location Growth: Seminyak continues to rise in popularity for both residential and rental demand

✨ Why Choose This Villa?
• Peaceful location with close proximity to Bali's lifestyle hotspots
• Stylish new build with low-maintenance finishes and enclosed living comfort
• Long leasehold with strong mid- to long-term appreciation potential
• Ideal for families, digital nomads, or rental investors seeking value in a strategic area

📞 Contact us now to schedule a private viewing or request the full brochure. Live your Bali dream in one of the island’s most connected yet calming neighborhoods.",Property listing,1,0,0,,8 Degree
